Contig	Length	SNPs	pi_A	pi_B	pi_C	pi_D	pi_E	pi_F	pi_A_B	pi_A_C	pi_A_D	pi_A_E	pi_A_F	pi_B_C	pi_B_D	pi_B_E	pi_B_F	pi_C_D	pi_C_E	pi_C_F	pi_D_E	pi_D_F	pi_E_F	Fst	Fst_A_B	Fst_A_C	Fst_A_D	Fst_A_E	Fst_A_F	Fst_B_C	Fst_B_D	Fst_B_E	Fst_B_F	Fst_C_D	Fst_C_E	Fst_C_F	Fst_D_E	Fst_D_F	Fst_E_F
Cluster_representative_40858	1884	15	0	0.000127139415353152	0.00307850536787675	0.000969413699177312	0.0021431083954408	0.00016539568106239	6.57878004427656e-05	0.00406866159740707	0.000747784612740426	0.00166099483057855	0.00207455332702208	0.00406719994850928	0.000806790555748117	0.00168728189407047	0.00212077106490565	0.00445759938956872	0.00435028488346368	0.00511800369796628	0.00177768117843845	0.00137352037852609	0.00199027567844086	0.554298640509351	0.0337158675508435	0.621680828673653	0.351809543375949	0.354872045359008	0.960137037957032	0.605915024609886	0.320422687946776	0.327247030039211	0.931030958207515	0.545953021650325	0.399853813808152	0.68308922380926	0.124555591753462	0.586897508773239	0.420054191107931
Cluster_representative_8558	468	3	0	0	0.00213957317446796	0.000962934803598536	0.00277514704889261	0.000205450447195655	0	0.0021821623040886	0.000729128691213999	0.00279130944902061	0.00416831976140277	0.0021821623040886	0.000729128691213999	0.00279130944902061	0.00416831976140277	0.0029112909953026	0.00292361130591727	0.00413547980591988	0.00296170365403258	0.00347696975885271	0.00257795287862063	0.607327246932735	NA	0.509758469739131	0.339667458432304	0.502895128688378	0.975355723774114	0.509758469739131	0.339667458432304	0.502895128688378	0.975355723774114	0.467159417751021	0.159477832533111	0.716475024457047	0.368930472263578	0.831982252963322	0.421906133194514
Cluster_representative_30669	2166	17	0	0.00033439131384139	0.00126030776480297	0.00104204896217507	0.00159604724547999	0.000141702471936348	0.000171493349319499	0.00265180524082459	0.00079210470354983	0.00181256025737786	0.00225175728315644	0.00270614896549586	0.000934062908644391	0.00191228030164731	0.00233840959376961	0.00241782068722246	0.00188677973020774	0.00194267425483463	0.0016251687066849	0.00150428078468247	0.00127161147704718	0.582887912875096	0.025060402726156	0.762367962510875	0.342227765152064	0.55972574181095	0.968535136314134	0.705356375613979	0.263197230465939	0.495252197688167	0.898201370058045	0.523877693009787	0.243060818241758	0.639154574357946	0.188362353765606	0.606539069645403	0.316713576126421
Cluster_representative_41524	3198	110	0	0.00105881406052725	0.00610411177171898	0.00673896778777682	0.00955064890387547	0.00294545600544692	0.000548000762491363	0.0068806482437628	0.00488667606808583	0.0083522613401141	0.0160482700192336	0.00712439841178133	0.00521853331460958	0.00851961602282041	0.0159208331228692	0.00998264371818392	0.0101487032264607	0.0168025950549849	0.0090213162481935	0.0117955909889788	0.0112026810886741	0.536723663423659	0.0339301210881615	0.556429019805491	0.31047529098685	0.428259694293462	0.908231354472574	0.497296093070736	0.252876107308375	0.377350872622398	0.874244330209633	0.356729543692848	0.228730985315552	0.730709222368568	0.0971596470241108	0.589489674477847	0.442271684322249
Cluster_representative_10088	1377	18	0	0.000299319572476234	0.00286405927344839	0.00292591944556411	0.00381152417034524	0.000695347980205068	0.000157527969506562	0.00276543491372935	0.00220739207542413	0.00307069227300647	0.0076548386378821	0.0028073928833038	0.00233558834798113	0.00314274286293366	0.00772533135540659	0.00465149944687528	0.00506948627202758	0.00949610201854455	0.00348883988145977	0.00565305817670898	0.00566716854986816	0.597978728455676	0.049947849217449	0.482168381683942	0.33724518672064	0.379370540667459	0.954581147095385	0.436598478122184	0.309544633405064	0.345978350423472	0.935622984508931	0.377622336072509	0.341591722949505	0.81258587751572	0.0344292308005935	0.67970722106761	0.602370027387384
NODE_923145_length_398_cov_0.904059_1_len_396_X	396	17	0.000234708802771006	0.000102209154905671	0.000144447907340288	0.000224387079988304	0.000103680734410192	0.00016012577873426	0.000168619003546838	0.000190169046847917	0.000228450440673535	0.00269529972789374	0.00258518468233562	0.000123104680267146	0.0001634130878204	0.00262826654436561	0.00262528169394091	0.000184583778278784	0.00264948293335053	0.00264490233111472	0.00268961990573547	0.00262375892113892	0.00518238165789736	0.911480068894695	0.000949031278407064	0.00310614057366898	-0.00480410850985669	0.937225991291582	0.923635130556988	-0.00181837810997321	0.000703556703721131	0.960831619274452	0.950036802860928	0.000900862557039361	0.953174138503188	0.942422507914275	0.939012234833087	0.926724811562402	0.974547753276484
Cluster_representative_21617	597	10	0	0.000337594890014884	0.00379729540479017	0.00293566898489494	0.00351944261974804	0.00059249860695149	0.000174715074929999	0.00289066417267101	0.00216713058279574	0.00297482847098019	0.00974481215409174	0.00297727892266248	0.00226200830259737	0.00303722093810112	0.00967687920699529	0.00430993925259005	0.00472360081381618	0.0103586387473528	0.00330671034952576	0.00772055820487344	0.00721819699212983	0.619866173382993	0.033870173623699	0.343179425564088	0.322682950395231	0.408462932555502	0.969599280233293	0.305592387845987	0.276469526846725	0.365038370870979	0.951942486979996	0.21890263469039	0.225512663650864	0.788109513286024	0.0239375508700429	0.771508257678872	0.715168397926596
Cluster_representative_53242	234	4	0	0	0.00605858905325927	0.00416119426807473	0.00418292450096369	0.000382548449057716	0	0.00508680255515699	0.00354476774400214	0.00362226162019764	0.0083516426344583	0.00508680255515699	0.00354476774400214	0.00362226162019764	0.0083516426344583	0.00732436686429612	0.00738685697079448	0.0105017845348338	0.00415608709269663	0.00496792833087467	0.00489416618138058	0.540500276347987	NA	0.404479632582054	0.413051211166712	0.422608726321725	0.977097412700626	0.404479632582054	0.413051211166712	0.422608726321725	0.977097412700626	0.302343566981053	0.306774613701403	0.693331286651707	-0.00384310806446897	0.542692404709826	0.533580105290423
Cluster_representative_43588	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cluster_representative_4304	915	7	0	0	0.00240003866308791	0.00284102460239298	0.00337001307777525	0.00042123690535811	0	0.00366401674577415	0.00208055015304548	0.00376488400695535	0.00633950286294615	0.00366401674577415	0.00208055015304548	0.00376488400695535	0.00633950286294615	0.00383188197834627	0.00382753090190131	0.00420428454445011	0.00350328679555012	0.00439607881613833	0.00297890714471141	0.58521613075105	NA	0.672485303750868	0.31724198086878	0.552441314055175	0.966776818745504	0.672485303750868	0.31724198086878	0.552441314055175	0.966776818745504	0.316124127113281	0.246243611253811	0.664476138732063	0.113541362348995	0.628957800327067	0.363650862722569
Cluster_representative_25061	963	20	0	0.000674535902316761	0.00734482215173684	0.00185261997044751	0.00653951099804832	0.000508446495219332	0.000353950850235771	0.0119207720935863	0.00139003603872333	0.00599346709321544	0.00523990034725341	0.0118052362847966	0.0015923946704434	0.00598475362897168	0.00514676989557485	0.0113560335688614	0.00958003823358121	0.0112139233191737	0.00552334563599879	0.00388894083569726	0.00567452173081957	0.562403770410559	0.0471333776039183	0.691931776982442	0.333607216346334	0.454446742065957	0.951483190373473	0.660347414461269	0.206491983529247	0.39729792171874	0.885075258702239	0.595041610857684	0.275350848751523	0.649842948652566	0.240303656374541	0.69643836645775	0.378982244883419
Cluster_representative_2963	1251	15	0	0.000248240223242361	0.00217133486312952	0.00281962244507775	0.00434931288663369	0.000483856226125984	0.00012768162438808	0.00330919218879821	0.00210082034829998	0.00347660821715369	0.00617528193722239	0.00336556729494693	0.00220860978633617	0.00354914682106022	0.00623824126636064	0.00507306814825571	0.00513670441973281	0.00848876439453388	0.00386591180482411	0.00422648809410707	0.00463106417138383	0.593680224415059	0.0278936987524129	0.671923729531395	0.328923473309024	0.374489068803605	0.960823146939294	0.64053978507507	0.305476529330846	0.352301645765299	0.941321887202717	0.508092818551695	0.365288790541078	0.843605561077579	0.0728014898366773	0.60919342517376	0.478179427676182
Cluster_representative_7963	1233	21	6.41438365133299e-05	0.00125894879365604	0.00377566041799548	0.00222581656344246	0.00358795182228223	0.000353272940469273	0.00599473958314045	0.00655132895839115	0.00252091391301059	0.00471557705917714	0.00711957475918507	0.00327303009798241	0.00570654946065762	0.00447221157071184	0.00818078139058311	0.00611871982577073	0.00511616323200606	0.0083369111688724	0.00370812229643687	0.00470443796344061	0.00491140201588728	0.654128383946714	0.889645529065981	0.706944630708043	0.545807497007898	0.612762593743633	0.970685273271126	0.230894757925537	0.694669661489544	0.45810919951996	0.901462851948278	0.509580667825235	0.280357964908947	0.752370315886237	0.216076504365682	0.725887606133347	0.59876785182698
Cluster_representative_10954	606	4	0	0	0	0.0023529454197166	0.00236856670444438	0.000476997093589795	0	0	0.00192362768613424	0.0019534233810981	0.00635278616505164	0	0.00192362768613424	0.0019534233810981	0.00635278616505164	0.00192362768613424	0.0019534233810981	0.00635278616505164	0.00235969209746101	0.00456600832157244	0.00453662545689451	0.691679561491539	NA	NA	0.388409348472957	0.393739542752654	0.962457646047188	NA	0.388409348472957	0.393739542752654	0.962457646047188	0.388409348472957	0.393739542752654	0.962457646047188	-0.000450891292392841	0.690107604498208	0.686378804568312
Cluster_representative_39538	240	4	0	0	0.0020496109982952	0.00350235194802537	0.0068678136203309	0.00454721749677909	0	0.00714691673770958	0.00248345924639857	0.00780059441235652	0.0122467427184315	0.00714691673770958	0.00248345924639857	0.00780059441235652	0.0122467427184315	0.00963037598410815	0.00527261850768782	0.00542341320853646	0.00899657553253429	0.0122851590691158	0.0068950471468285	0.606730673375488	NA	0.856608725586465	0.294864219514704	0.559789084184921	0.814349921390303	0.856608725586465	0.294864219514704	0.559789084184921	0.814349921390303	0.711747342186728	0.15436470459375	0.391819483283067	0.423660395510788	0.672386437997348	0.172229654560047
Cluster_representative_894380	171	5	0	0.000648196707468951	0.00231024838457964	0.000250383011242069	0.00676939340822506	0.00376500548822527	0.000330950197874282	0.019106674732809	0.000125517206162186	0.00450094275808886	0.00291063685891656	0.0188438326906861	0.000451437651643297	0.00468583088289992	0.00323153912732812	0.0189811575266468	0.0146796136666631	0.0213888400910109	0.00456256162720315	0.00303197599403307	0.00725893314430679	0.723120762980879	0.0207035505155047	0.939543420901686	0.00259486767679162	0.24800272164543	0.353233386588334	0.921500972211697	0.00475767202839528	0.208508554719383	0.317167142063492	0.932548070574017	0.690739756543312	0.857980754286948	0.230719824405939	0.337826469046982	0.274383804959514
Cluster_representative_30464	2382	30	0.000235709809014238	0.00138943708159771	0.00363062211932442	0.000711419182459819	0.002159614201127	4.69257756781989e-05	0.00569083855794192	0.00451612864027013	0.0057091820119578	0.00496725255847594	0.00497416907291069	0.004039181093868	0.00117280435318498	0.00239596190383391	0.00172456027138259	0.00373028251425258	0.00357517072681006	0.00328501398102319	0.00181736369652142	0.000868703805073356	0.00133533307107317	0.589688316257658	0.857213759091448	0.571941785065339	0.917052128528193	0.758888441654337	0.971589668490395	0.378579582809096	0.104344958154255	0.259368173374193	0.583556782238649	0.418001011291468	0.190215410269687	0.440253844238257	0.210110395326425	0.563519260702455	0.173786666186636
Cluster_representative_41852	954	6	0	0.000153071948523665	0.00104767773374678	0.00193742813672168	0.00287833136096028	0.000407939896711971	7.8024075933448e-05	0.00107948928293473	0.00151293119510249	0.00272842982640064	0.00502847399978868	0.0011442895747743	0.00154344783907177	0.0027461190276394	0.00498054849866367	0.00259242047803722	0.00280573328580602	0.0051145360010352	0.00299181116592133	0.00364674587996395	0.00302873821949429	0.608472889315308	0.019072339579962	0.514734536827204	0.359710427350121	0.472529706809907	0.95943700845136	0.475329624274832	0.322782399143927	0.448056825109693	0.943679712647496	0.42426278920452	0.300359532645453	0.857697977865037	0.195176561853804	0.678430015329607	0.457485094532046
Cluster_representative_53025	534	19	0	0.000862674174191358	0.0122943313495231	0.00837340993161597	0.0143244031451092	0.00121116599242555	0.000442200938896222	0.0157705832016641	0.00628935898850808	0.0139671062906599	0.0237233606036222	0.0157183175065226	0.00647334302721653	0.0139499936789485	0.0234114341246802	0.0155271597804362	0.0158290857845049	0.017376439534699	0.0136702445862231	0.0177413373324829	0.0156202877318962	0.5700206363989	0.0245676814428751	0.610213167379067	0.334319288586018	0.487209345765191	0.974473136149171	0.581475386336524	0.286606312459025	0.455660064483797	0.955708818272891	0.334464848259633	0.159182821515521	0.611384791603034	0.169809547533625	0.729880117140522	0.502711812862078
Cluster_representative_43630	1851	21	7.11414229604295e-05	0.000756481673864662	0.00267705954253647	0.000195853330771597	0.00340531910016104	0.000183670533796722	0.000835073278058406	0.00486504543192861	0.00634638009403856	0.00533223157659993	0.00637172212758748	0.00530873451158036	0.00660691683860565	0.0056311505478479	0.00663077704468354	0.00541648975753099	0.0043298477070823	0.00542102487396503	0.00263244996806085	0.000189908735417238	0.00263130757819065	0.734149323253963	0.504460794896129	0.717556495211654	0.978964799635715	0.674014484069143	0.980004467265302	0.676613964315669	0.927928939632511	0.630466213017849	0.929106935633194	0.734799380972371	0.297622104266091	0.736144904068591	0.316003632618822	0.000773019380894802	0.318021643743825
Cluster_representative_24829	603	6	0	0.000699744749261137	0.00166117379382572	0.00233621612871374	0.00233433669516466	0.000308909189704184	0.0003659700163515	0.00159921650471245	0.00186577091241651	0.00268157949219853	0.00481559434017308	0.00183975776203154	0.00210676118582877	0.00284080426736451	0.00486050205062403	0.00255601708919248	0.00275800923453377	0.00409015267942569	0.00253032830500881	0.0030695206848903	0.0023020703498875	0.544438548411122	0.0439862311164588	0.480628861404728	0.373927390236801	0.564745945075298	0.967926161561495	0.358361575689229	0.279471992744974	0.465981961643454	0.896239737329622	0.218043193169271	0.275653170598283	0.759167549729889	0.077085606908598	0.569130559790892	0.425898108414015
Cluster_representative_44873	1092	17	0	0.000669377872781001	0.00527235496017578	0.00508246169541447	0.00681305067285518	0.00501834176228906	0.000346211594423977	0.00536179682248197	0.00397991481984879	0.00688365968562458	0.00711491686100602	0.00543976466349639	0.00410040976576173	0.00685522203981439	0.00706387159502995	0.00699895276105544	0.00718890829080043	0.00826614952464251	0.00663960157823309	0.00594203254206768	0.00645789432762738	0.355376644682525	0.0332821263616198	0.508340661280856	0.361486121503529	0.505128740814777	0.647336584507926	0.453861223737411	0.298626247524929	0.454253377776895	0.597407770048378	0.260259569602471	0.159440825772076	0.377539887719978	0.104199835780263	0.150054851922041	0.083958962867462
Cluster_representative_37668	1272	8	0	7.3120623118359e-05	0.00140439285424093	0.000648639281455623	0.0010583670269304	8.73537701090916e-05	3.72726269660767e-05	0.00152544910452751	0.000454829199110577	0.00106810542255495	0.00152740781833592	0.00156272173149359	0.000492101826076654	0.00110537804952103	0.00156468044530199	0.00147060739125795	0.00138325492984335	0.00134321303580517	0.00102346909298804	0.00109852060843653	0.000919393739196987	0.506546571523316	0.0191109525911738	0.539678888639184	0.286941908386661	0.504558723988714	0.971404568884471	0.527262772513204	0.266655937523838	0.48818974171821	0.948719754979593	0.30197816633425	0.109795371757599	0.444709593867283	0.166068462603796	0.665007171503037	0.376915053804813
Cluster_representative_48546	837	17	0	0.000908204676001817	0.00631609993640289	0.00163511160959269	0.00374241997327283	0.000228727673306117	0.000476213930141563	0.00783029246777995	0.00125646173982455	0.00364512936445068	0.00466141199493626	0.00775545339519324	0.00161903675933907	0.00380641041419848	0.00482037152688732	0.00772463283816561	0.0068970563541887	0.00868569842425156	0.00335804559057015	0.00345360930031637	0.00399165570569351	0.541644307031078	0.0464320565634889	0.596688121012571	0.349318981324086	0.486654711109709	0.975465838081403	0.534243567443635	0.214558819951454	0.389106251926077	0.882070049687426	0.485334014407099	0.270810662322121	0.623241143657773	0.199306346827695	0.730160663696372	0.502568866233291
Cluster_representative_28479	456	5	0	0.000726203559941781	0.00369352911738857	0	0.00147960319723736	0	0.00196121694935781	0.00483488141783396	0.00219298245614035	0.00239845359787068	0.00219298245614035	0.0047882253043767	0.000413504384363233	0.00121443310088646	0.000413504384363233	0.00467363270782365	0.00470227990677355	0.00467363270782365	0.000903645148175008	0	0.000903645148175008	0.593340180125777	0.814858942510268	0.61803312240869	1	0.691550589398324	1	0.538479040105896	0.12189134214371	0.0918368596965004	0.12189134214371	0.604854580120769	0.449933604848351	0.604854580120769	0.18131403669596	NA	0.18131403669596
Cluster_representative_48542	945	23	4.53370811987124e-05	0.000985699921723585	0.00786063789637636	0.00604884005027201	0.0086848941593581	0.00104650064045037	0.000533734999022559	0.00986890567778197	0.00449117771431918	0.00922827315971393	0.0163692924294738	0.00979913361498617	0.00469832651217221	0.00919569747468423	0.0160339765029047	0.00964101450478915	0.00939935170923769	0.0124938574380287	0.00887796721165273	0.0122006147177844	0.0100855918510181	0.568422155277587	0.0341302286617332	0.599450271605396	0.321539079600356	0.526984567455768	0.966649819277369	0.548616328459339	0.251378128598467	0.47417832591248	0.936628304219923	0.278629964733542	0.119857806816959	0.643539291967778	0.170207894534042	0.709222000085792	0.51755955706129
Cluster_representative_30480	2043	26	0.000136330142455704	0.00190593783297267	0.00436004479781819	0.00362415155984629	0.00393407926966535	0.00027039444214497	0.00819182398635173	0.00621744763778007	0.0083267100653713	0.00704655273529525	0.00771711306004621	0.00624701385720311	0.00347319151468101	0.00608404779409639	0.00716814363387421	0.00524270957725393	0.00442982247845174	0.00353085629684162	0.00477355500354969	0.00462760733891334	0.00266553744979014	0.585065776833683	0.87534717671968	0.638406690154345	0.774191627138496	0.711177254678524	0.973647879625711	0.498481772730032	0.203889366675643	0.520054961739055	0.848194149958643	0.238542948067847	0.0638311007010823	0.344289479565463	0.208322641732291	0.579205222400548	0.211327210551602
NODE_290475_length_1122_cov_2.71357_1_len_72_R	72	3	0	0.00159192821007384	0.0201176557846238	0	0.0175311390891184	0.00139411662855137	0.000809379904889076	0.0252262600946811	0	0.0123828421687674	0.000706081764824934	0.025053340416424	0.000809379904889076	0.0127084958209794	0.00148812491724508	0.0252262600946811	0.0226063665058544	0.0250776487109293	0.0123828421687674	0.000706081764824934	0.0126699504102988	0.428814425021017	0.0165754051603193	0.601255681398736	NA	0.292119739144527	0.0127796113690704	0.566732746335381	0.0165754051603193	0.247626644074451	-0.00329105575127953	0.601255681398736	0.167296636016402	0.571096703260703	0.292119739144527	0.0127796113690704	0.253144049313473
NODE_670439_length_372_cov_9.33061_1_len_75_B	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cluster_representative_39625	525	6	0	0.000322189721057988	0.00472645630162877	0.0016823650574956	0.00293878199108484	0.000210688316725016	0.000168206361258753	0.00610546971110331	0.00125065154045512	0.00340596570342557	0.00370103515470185	0.00606611243813948	0.00137381064304433	0.00343586347163667	0.00372897996060471	0.00535397829799052	0.00453787619210424	0.00389190930958793	0.00295131332443881	0.00252054188952919	0.00206485791549799	0.511414588943369	0.0422784291660601	0.612932622281845	0.327404555515371	0.568583149834841	0.971536569105895	0.583864783733286	0.270439929730218	0.525450918078903	0.9285490880331	0.401489789234881	0.155415664925933	0.36571689810566	0.217103279019156	0.624474923014627	0.237363916381072
Cluster_representative_18368	1278	23	0	0.000582363300695996	0.00537304491597359	0.00251605349076214	0.00507068704468355	0.00330665395691803	0.00030729803154648	0.00750403520141439	0.00195516152783032	0.00421027211540475	0.00599032434049801	0.00741704239802042	0.00216845296714894	0.0042998480377601	0.00600197483371635	0.00793368217242812	0.00742820339074577	0.0091033265483783	0.00433181032289321	0.00492945047719138	0.00540521359569392	0.466716182636029	0.0524454423524175	0.641989624798078	0.356561221426486	0.397819558250086	0.724000423936717	0.598532144142855	0.285569749863676	0.342645333540163	0.676021862357095	0.502809777649484	0.297021674603835	0.523267740272491	0.124299083993766	0.409395887571861	0.225068459063725
Cluster_representative_38045	6186	80	0.000202249536114378	0.00113196081047642	0.00329731337777088	0.00247963762007787	0.00394226544362781	0.000315459003074609	0.0050544112672726	0.00666943576301789	0.00589591034303522	0.00631757087324596	0.00700882061775771	0.00604380274397506	0.0023290506579705	0.00487043311887956	0.00567932381105953	0.0054020393087221	0.0043236943735971	0.00406717557148134	0.0041456642869849	0.00381276277030553	0.00298335192057949	0.619022773641536	0.86801525676889	0.737641755747137	0.7725637772494	0.671985082328587	0.963067357018861	0.633568932021916	0.224662971972152	0.479078540835033	0.872571113947366	0.465299059512458	0.162801738993438	0.555862254118323	0.225467546435573	0.633455214559743	0.286419343066406
Cluster_representative_13776	780	9	0	0.000324168822445494	0.00341006483504996	0.00169924500056244	0.00260744381524736	0.000260934237248962	0.000170734490593216	0.00356758254904816	0.00126214304787424	0.00246350212381728	0.00371091106594689	0.00359045668644221	0.00134768209743031	0.00247708002501211	0.00363205233502607	0.00413221951019475	0.00408328471424516	0.00521586059584029	0.00244959313351396	0.00253752204240108	0.00241759626381381	0.517986543613781	0.050663924672833	0.522076253574037	0.3268413578697	0.47078514971868	0.96484229443769	0.479977899246611	0.249298544936497	0.408252335796354	0.919452831935824	0.381771730300503	0.263153432663618	0.648092677627678	0.120937931102089	0.613761140778776	0.406770664020758
Cluster_representative_35077	738	11	0	0.000523347035298601	0.00230610887706885	0.00120249874602712	0.00255527259156413	0.00038376060557323	0.000269639452253869	0.00279284429450645	0.000897205530026315	0.00190876910533772	0.00522057011150248	0.00291495782824861	0.00114267090433826	0.002111188771822	0.00541605835834931	0.00369004982453277	0.00363883124481633	0.00801341440600894	0.00208802239805249	0.0043788635534724	0.00503105194961673	0.648030432583795	0.0295429119811007	0.587139733925557	0.32986439239187	0.330649111928071	0.963245335530722	0.514666063956838	0.244819407419327	0.270880068150937	0.916257582465535	0.52458533218583	0.332013338684197	0.832164583886673	0.100160194379109	0.818873169690061	0.707910668924691
Cluster_representative_19634	495	4	0	0.000141624905324769	0.0014754887394902	0.00178600365410435	0.00291682909851182	0.0029422904106813	7.34400019262951e-05	0.00231608879316898	0.00132467779768551	0.00284720407671143	0.00512535265828163	0.00238952879509527	0.00134978710425671	0.00286719429557638	0.00511053067385637	0.00364076659085449	0.00293107931142609	0.00375660433052069	0.00322283912562799	0.0048322597178355	0.00357507093027947	0.489542447806454	0.035778175313059	0.68146973815469	0.325872428289781	0.48777308898054	0.712967028139313	0.661624993150481	0.285950890570033	0.466646887419646	0.698278367471477	0.552087134370638	0.25073371080754	0.411998341922907	0.270389776017784	0.510757457082256	0.180558984219216
Cluster_representative_902214	180	3	0	0	0.0078987558987559	0	0.000580144226553066	0	0	0.00742741371508495	0	0.000305250305250305	0	0.00742741371508495	0	0.000305250305250305	0	0.00742741371508495	0.00755941384708508	0.00742741371508495	0.000305250305250305	0	0.000305250305250305	0.449280025921242	NA	0.468270100350431	NA	0.0497237569060773	NA	0.468270100350431	NA	0.0497237569060773	NA	0.468270100350431	0.439182700086036	0.468270100350431	0.0497237569060771	NA	0.0497237569060776
Cluster_representative_27312	1245	18	0.00016446898405111	0.00182538320282496	0.00509473404963094	0.00186370031213553	0.00304739116878683	0.000195481692523728	0.00573527547679015	0.00748441953439252	0.00707713733142086	0.00725038611701799	0.00865169293000062	0.00685574896546582	0.00352210271807203	0.00498077465103313	0.00564563668926577	0.00542332173603487	0.0050281437922528	0.00432195063123874	0.00305277772167687	0.00263558563557604	0.00206299008528198	0.617726270240334	0.826525142957062	0.648656585222482	0.856709768285686	0.778504199569516	0.97919767382597	0.495305524800111	0.476295297120144	0.510841715093347	0.821024181454057	0.358471182381487	0.190344831529789	0.387982858490171	0.195635593438372	0.609350199655114	0.214035761866665
Cluster_representative_5654	1629	13	2.1539422528082e-05	0.000444889822645535	0.00207408156653758	0.00136431808103958	0.00146172795463934	0.000268224040638794	0.000244782920402441	0.00254262664753868	0.00102527631178655	0.00210726654610368	0.00414856567602465	0.00258751211004243	0.00116533357023109	0.00215565649949917	0.00412216167167804	0.00229529831637505	0.00201071680662828	0.002972484516003	0.00176550825075286	0.00320099524860829	0.00228687485586553	0.59322780644278	0.0472594157983451	0.587902338887568	0.324154138920464	0.648058908373509	0.965076669167675	0.513244521753791	0.223738185399419	0.557764008846527	0.913502438758784	0.250990683205089	0.12075894787341	0.606002050714465	0.199650855646292	0.744994604039453	0.621765049617595
Cluster_representative_13975	192	6	0.000778744243759967	0.000523215647036402	0.0121669798912021	0	0.00252911273212711	0.000251305388277841	0.0201650243464316	0.0151567331748234	0.020440181579136	0.0183085008477717	0.0203118071659904	0.0123570785878765	0.000275157232704403	0.00218160377358491	0.00038996755691381	0.0124561351916501	0.0116887301283589	0.0124099204029177	0.00213168073136428	0.00012837441314554	0.00215497229155524	0.730177272722669	0.967717373695441	0.572938179169572	0.980950652499221	0.909663357928903	0.974644067275252	0.486521209362185	0.0492424242424243	0.300439333640364	0.00694170376149195	0.51160694292407	0.371356320920016	0.499662976220206	0.406779661016949	0.0212014134275618	0.354883092627069
Cluster_representative_29052	525	2	0	0.00042861449916413	0	0.000997289045240776	0.00183663239121985	0.000181104086303138	0.00165907522429262	0	0.00263275613275613	0.00204484634664536	0.00371566114199176	0.00165907522429262	0.00104280904280904	0.00162234892927892	0.00208063048616715	0.00263275613275613	0.00204484634664536	0.00371566114199176	0.00165246702326953	0.00117446839338258	0.00175958037971713	0.707541348137739	0.870827285921626	NA	0.810599805877814	0.550911882882324	0.975629628297313	0.870827285921626	0.316316081914714	0.301861994820434	0.853477446014341	0.810599805877814	0.550911882882324	0.975629628297313	0.142518005940747	0.498329142706842	0.42664270959666
Cluster_representative_32766	777	1	0	0.0001199969771548	0.000451478721052484	0.000611353515651186	0.000614488145716853	8.32110835015841e-05	6.30321200223248e-05	0.000996263044455816	0.000790418598637777	0.000504586218871933	4.29955886526042e-05	0.000961709291913457	0.000776027703655511	0.000518193152718022	0.00010181620845072	0.000562961282551974	0.000719652526881443	0.000972693173567942	0.000675216265561993	0.000780602254196543	0.000513867806263606	0.476469636930277	0.0481283422459893	0.773413897280967	0.613272311212815	0.391096979332273	0.032329988851728	0.702885423374535	0.528785834989569	0.29130178677667	0.00208393266412787	0.0560343405094227	0.259387810817103	0.725149811326027	0.0922599736635837	0.555109791562368	0.321129655609785
Cluster_representative_32761	405	2	0	0.000234959500401904	0.00229086628885119	0.00108907235344017	0.00131087895563358	0.000246249040108689	0.000123456790123457	0.00179665729121429	0.00080686747353414	0.00106881045938496	0.00233936588103255	0.00183467685633882	0.000849637516304183	0.00109127588530059	0.00222888608305275	0.00204513896991512	0.00212161252831231	0.00251708484627276	0.00121563609313325	0.00161731118170512	0.00149450475159289	0.4414881184019	0.0484140233722871	0.362464310791601	0.32512315270936	0.386757986824009	0.947368421052632	0.311642870370779	0.220825452952309	0.291728848379301	0.892051786726687	0.173665288273381	0.151177418963047	0.496021095054307	0.0128825054511229	0.587178581137046	0.479048830697047
Cluster_representative_38592	864	16	8.17721577767642e-05	0.000672837578197012	0.00635882427140944	0.00434960319706342	0.00601379706733996	0.00438249612322661	0.000386921615007951	0.0080325219593826	0.00348668188297981	0.00701063893630241	0.00585818311373083	0.00802518475218091	0.00363371894073675	0.00701503178747854	0.00588994496578366	0.00797475345401406	0.00738922732055901	0.00778305358998019	0.00617412163142371	0.00496365080828668	0.00556284139069197	0.387257706016809	0.0248545096682301	0.599092510312836	0.364528296018075	0.565262932487314	0.618971599697891	0.561900313404278	0.30891177094697	0.523406675257533	0.570850514665971	0.328604480989766	0.162793293398545	0.309954616754515	0.160738896715447	0.120395485343969	0.0655590856893588
